18848.7270, 0.9930
19859.7650, 0.9922
20859.1550, 0.9914
21860.4710, 0.9906
22860.1580, 0.9897
23859.9740, 0.9888
24860.2340, 0.9878
25859.1610, 0.9868
26859.7730, 0.9858
27858.2930, 0.9847
28859.0720, 0.9836
29858.9620, 0.9825
30858.7960, 0.9813
31860.3530, 0.9800
32859.7240, 0.9788
33860.0590, 0.9775
34859.3010, 0.9761
35859.2090, 0.9747
36858.9880, 0.9733
37858.7110, 0.9718
38859.5830, 0.9703
39858.1210, 0.9688
40863.8070, 0.9672
41860.2340, 0.9656
42859.6980, 0.9640
43858.8110, 0.9623
44860.2560, 0.9605
45859.4800, 0.9588
46859.3140, 0.9570
47859.5930, 0.9551
48858.8530, 0.9532
49858.4100, 0.9513
50858.8370, 0.9494
51860.6530, 0.9474
52860.2840, 0.9453
53860.0070, 0.9433
54858.9530, 0.9412
55858.8430, 0.9390
56859.3070, 0.9369
57859.0480, 0.9346
58859.2900, 0.9324
59858.4400, 0.9301
60859.1810, 0.9278
61858.6460, 0.9254
62858.8130, 0.9230
63858.9260, 0.9206
64858.4270, 0.9181
65859.0390, 0.9156
66858.4100, 0.9131
67859.0970, 0.9105
68859.0610, 0.9079
69858.5060, 0.9052
70858.3590, 0.9025
71858.7120, 0.8998
72857.9360, 0.8970
73859.3260, 0.8942
74858.5300, 0.8914
75858.8650, 0.8885
76857.9770, 0.8856
77859.1260, 0.8827
78859.7010, 0.8797
79858.6100, 0.8767
80859.2780, 0.8737
81858.9270, 0.8706
82859.0020, 0.8675
83859.5960, 0.8644
84859.0410, 0.8612
85859.2830, 0.8580
86859.1180, 0.8547
87859.0080, 0.8515
88858.1760, 0.8482
89859.2510, 0.8448
90857.9930, 0.8414
91861.9940, 0.8380
92859.9580, 0.8346
93858.4960, 0.8311
94861.1270, 0.8276
95859.7200, 0.8240
96860.8700, 0.8205
97858.9450, 0.8169
98859.5760, 0.8132
99860.1690, 0.8095
100859.6520, 0.8058
101864.9120, 0.8021
102858.9130, 0.7983
103860.8770, 0.7945
104859.3050, 0.7907
105860.4350, 0.7868
106859.8620, 0.7829
107859.8820, 0.7790
108860.5130, 0.7751
109859.9580, 0.7711
110859.9220, 0.7671
111862.9420, 0.7630
112860.2210, 0.7589
113860.5180, 0.7548
114859.9080, 0.7507
115860.0200, 0.7465
116860.0590, 0.7423
117860.8930, 0.7381
118859.8390, 0.7339
119860.2100, 0.7296
120859.0820, 0.7253
121864.9900, 0.7209
122860.2320, 0.7165
123859.8810, 0.7122
124860.2160, 0.7077
125859.9020, 0.7033
126860.5510, 0.6988
127859.0150, 0.6943
128860.9610, 0.6897
129859.8690, 0.6852
130860.0000, 0.6806
131863.9830, 0.6760
132860.5390, 0.6713
133861.2630, 0.6667
134859.6530, 0.6620
135861.7830, 0.6572
136860.3400, 0.6525
137861.9710, 0.6477
138860.2500, 0.6429
139862.1210, 0.6381
140859.9740, 0.6333
141860.6610, 0.6284
142862.4580, 0.6235
143859.3660, 0.6186
144859.9600, 0.6136
145859.9060, 0.6086
146859.9440, 0.6036
147861.0750, 0.5986
148859.0200, 0.5936
149860.3730, 0.5885
150858.3190, 0.5834
151860.9310, 0.5783
152860.0800, 0.5732
153859.3040, 0.5680
154859.3970, 0.5628
155859.0090, 0.5576
156860.0110, 0.5524
157859.1780, 0.5471
158859.4570, 0.5419
159859.5140, 0.5366
160859.1630, 0.5313
161859.1270, 0.5259
162859.7950, 0.5206
163859.7040, 0.5152
164860.4270, 0.5098
165859.8910, 0.5044
166859.1700, 0.4990
167859.5600, 0.4935
168859.2650, 0.4880
169860.0250, 0.4825
170858.5630, 0.4770
171859.7310, 0.4715
172860.2140, 0.4659
173858.8440, 0.4604
174859.3080, 0.4548
175858.9020, 0.4492
176860.1810, 0.4435
177860.2750, 0.4379
178860.4980, 0.4322
179860.3510, 0.4266
180858.4450, 0.4209
181860.2610, 0.4152
182863.6510, 0.4094
183861.8000, 0.4037
184859.5420, 0.3980
185860.3950, 0.3922
186859.6920, 0.3864
187859.7860, 0.3806
188861.3430, 0.3748
189859.1210, 0.3689
190859.9560, 0.3631
191859.3830, 0.3572
192863.4210, 0.3513
193860.3850, 0.3455
194859.6830, 0.3396
195859.4060, 0.3337
196860.1290, 0.3277
197860.2600, 0.3218
198859.3170, 0.3158
199860.2620, 0.3099
200858.8740, 0.3039
201860.2270, 0.2979
202862.7100, 0.2919
203861.0810, 0.2859
204859.2310, 0.2798
205859.6760, 0.2738
206860.5110, 0.2677
207859.8640, 0.2617
208860.2720, 0.2556
209859.5140, 0.2495
210860.4780, 0.2434
211859.5350, 0.2374
212864.0910, 0.2312
213859.9440, 0.2251
214860.2790, 0.2190
215860.5020, 0.2129
216859.5030, 0.2067
217860.0600, 0.2006
218859.0980, 0.1944
219860.2100, 0.1882
