30560.9940, 0.9816
31562.4600, 0.9804
32563.6100, 0.9791
33562.7240, 0.9778
34562.8560, 0.9765
35563.1000, 0.9751
36562.5470, 0.9737
37562.6600, 0.9723
38562.5890, 0.9708
39565.2580, 0.9693
40563.8350, 0.9677
41563.1150, 0.9661
42564.8580, 0.9644
43562.2500, 0.9628
44563.7150, 0.9611
45563.7920, 0.9593
46561.8500, 0.9575
47563.5190, 0.9557
48564.7630, 0.9538
49562.2100, 0.9519
50562.4530, 0.9500
51564.9190, 0.9480
52562.7550, 0.9460
53564.7020, 0.9439
54562.3520, 0.9418
55562.5590, 0.9397
56563.2280, 0.9375
57563.2860, 0.9353
58562.5480, 0.9331
59561.9020, 0.9308
60562.4600, 0.9285
61563.0180, 0.9261
62562.1320, 0.9237
63563.0790, 0.9213
64561.8970, 0.9188
65562.1770, 0.9163
66562.3830, 0.9138
67562.7930, 0.9112
68562.8140, 0.9086
69562.7610, 0.9060
70564.4670, 0.9033
71562.3220, 0.9006
72562.5840, 0.8979
73562.7160, 0.8951
74563.9410, 0.8922
75562.7030, 0.8894
76562.6310, 0.8865
77562.5780, 0.8836
78562.0620, 0.8806
79562.6020, 0.8776
80578.6780, 0.8745
81563.9400, 0.8715
82562.6470, 0.8684
83562.9080, 0.8653
84561.6330, 0.8621
85561.4140, 0.8589
86564.7860, 0.8557
87562.7150, 0.8524
88562.5510, 0.8491
89562.5720, 0.8458
90562.0190, 0.8424
91563.0400, 0.8390
92562.9690, 0.8356
93562.1930, 0.8321
94562.5660, 0.8286
95562.6990, 0.8251
96562.5160, 0.8215
97562.2780, 0.8179
98562.0770, 0.8143
99561.6900, 0.8106
100562.8410, 0.8069
101562.0660, 0.8032
102562.6800, 0.7994
103562.8120, 0.7957
104562.7960, 0.7918
105562.9650, 0.7880
106563.2640, 0.7841
107562.2290, 0.7802
108561.6390, 0.7762
109562.6790, 0.7723
110562.7740, 0.7683
111562.5180, 0.7642
112561.5570, 0.7602
113562.1710, 0.7561
114562.2100, 0.7519
115562.8240, 0.7478
116562.1790, 0.7436
117561.9030, 0.7394
118562.4240, 0.7351
119561.3710, 0.7309
120561.6700, 0.7265
121561.4690, 0.7222
122562.0830, 0.7179
123562.0300, 0.7135
124561.5320, 0.7091
125563.0910, 0.7046
126562.7780, 0.7001
127562.7250, 0.6956
128562.0240, 0.6911
129562.4340, 0.6865
130561.9000, 0.6820
131562.9020, 0.6774
132561.7940, 0.6727
133564.3890, 0.6681
134562.0030, 0.6634
135562.1900, 0.6587
136562.0630, 0.6539
137561.6590, 0.6492
138562.1430, 0.6444
139562.1450, 0.6395
140562.0920, 0.6347
141563.4470, 0.6298
142561.8380, 0.6249
143561.6930, 0.6200
144560.8800, 0.6151
145563.4380, 0.6101
146564.1080, 0.6051
147561.5730, 0.6001
148561.3910, 0.5951
149561.3750, 0.5900
150562.0250, 0.5849
151562.1390, 0.5798
152562.3080, 0.5747
153561.9590, 0.5695
154561.8500, 0.5644
155562.1120, 0.5592
156562.1330, 0.5539
157561.6170, 0.5487
158561.8790, 0.5434
159564.5300, 0.5381
160561.7920, 0.5328
161563.4430, 0.5275
162562.8530, 0.5222
163561.6700, 0.5168
164561.9320, 0.5114
165561.6570, 0.5060
166564.4180, 0.5006
167563.3650, 0.4951
168561.9980, 0.4897
169562.4080, 0.4842
170562.7810, 0.4787
171561.8940, 0.4731
172562.8600, 0.4676
173562.3810, 0.4620
174561.9760, 0.4564
175562.5160, 0.4508
176562.6850, 0.4452
177561.0950, 0.4396
178562.3750, 0.4339
179562.2110, 0.4283
180562.3060, 0.4226
181562.5310, 0.4169
182561.5520, 0.4112
183562.3330, 0.4054
184562.4460, 0.3997
185563.1340, 0.3939
186562.1000, 0.3881
187562.1950, 0.3823
188562.1050, 0.3765
189561.9960, 0.3707
190562.7580, 0.3648
191562.0750, 0.3590
192562.3740, 0.3531
193564.0620, 0.3472
194562.0090, 0.3413
195561.7340, 0.3354
196562.4220, 0.3295
197562.0540, 0.3235
198562.2230, 0.3176
199562.3740, 0.3116
200561.8390, 0.3057
201561.9340, 0.2997
202561.9740, 0.2937
203562.3100, 0.2877
204562.0160, 0.2816
205562.3340, 0.2756
206562.1320, 0.2696
207562.0050, 0.2635
208561.3780, 0.2574
209562.2140, 0.2514
210561.6610, 0.2453
211561.7560, 0.2392
212561.1290, 0.2331
213561.8730, 0.2270
214561.8200, 0.2208
215562.0260, 0.2147
216561.8800, 0.2086
217561.7900, 0.2024
218562.5710, 0.1962
219562.4250, 0.1901
220561.4090, 0.1839
221561.7450, 0.1777
222561.8590, 0.1715
223562.0650, 0.1654
224561.4570, 0.1592
225561.5520, 0.1529
226561.5730, 0.1467
227561.2240, 0.1405
228561.6520, 0.1343
229561.6180, 0.1281
230561.2680, 0.1218
231561.5670, 0.1156
232561.1440, 0.1094
233561.1650, 0.1031
234561.1310, 0.0969
235560.8920, 0.0906
236560.8390, 0.0843
237560.9900, 0.0781
238560.8820, 0.0718
239561.1060, 0.0655
240560.8130, 0.0593
241560.9450, 0.0530
242560.8550, 0.0467
243560.8570, 0.0404
244560.8790, 0.0342
245560.8810, 0.0279
246560.8650, 0.0216
247560.8310, 0.0153
248560.8520, 0.0090
249560.8540, 0.0028
250560.8750, -0.0035
251560.8780, -0.0098
252560.8810, -0.0161
253560.8280, -0.0224
254560.8490, -0.0287
255560.8700, -0.0349
256560.8170, -0.0412
257560.8560, -0.0475
258560.8220, -0.0538
259560.8620, -0.0600
260560.8270, -0.0663
261560.8300, -0.0726
262560.8510, -0.0788
263560.8350, -0.0851
264560.8740, -0.0914
265560.8580, -0.0976
266560.8800, -0.1039
267560.8270, -0.1101
268560.8110, -0.1164
269560.8320, -0.1226
270560.8530, -0.1288
271560.8550, -0.1351
272560.9510, -0.1413
273560.8420, -0.1475
274560.8630, -0.1537
275560.8100, -0.1599
276560.8500, -0.1661
277560.8520, -0.1723
278560.8360, -0.1785
279560.8390, -0.1847
280560.8420, -0.1908
281560.9180, -0.1970
282560.8280, -0.2032
283560.8120, -0.2093
284560.8520, -0.2154
285560.8170, -0.2216
286560.8200, -0.2277
287560.8410, -0.2338
288560.8440, -0.2399
